advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ΑΔΕΚ - Ανεξάρτητη Δημοτική Ενωτική Κίνηση Πετρούπολης	Ανεξάρτητη Δημοτική Ενωτική Κίνηση Πετρούπολης	620951011676414	Facebook	7	1	419993	150000	693	0
Bosch Global		185652704861747	Facebook	8	1	419992	147000	2392	400
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	9	1	419991	120000	1291	100
Norbert Kaczmarczyk Poseł na Sejm RP		814991668621838	Facebook	9	1	419991	120000	672	116
Welsh Labour	Welsh Labour	159670677391384	Facebook	10	1	417990	146000	8204	1504
AIESEC Italia		289518708781	Facebook	10	1	417990	146000	990	0
Prof. Ryszard Legutko		557305027641691	Facebook	7	1	415993	176000	1696	395
Centerpartiet i Stockholm	Centerpartiet i Stockholm	170211353124087	Facebook	9	1	415991	146000	2888	601
KDH	KDH	163449818290	Facebook	11	1	415989	86000	2689	400
Enpal		1326707294032269	Facebook	7	1	414993	146000	3193	900
Markets.com		478063878928667	Facebook	8	1	414992	146000	2930	801
Alapjogokért Központ	Alapjogokért Központ	594088897289853	Facebook	9	1	414991	116000	1114	222
Dr. Keresztes László Lóránt	LMP - Lehet Más a Politika	132593883577930	Facebook	16	1	414984	95000	634	191
Θόδωρος Μεχλιζόγλου - Υποψήφιος Ευρωβουλευτής		2003326776616516	Facebook	39	1	413961	115000	3861	0
SNE		1703448029710053	Facebook	6	1	411994	205000	10409	2314
Peterborough Labour Party	The Labour Party	927033024024138	Facebook	11	1	411989	112000	10286	2314
Musée national de l'histoire de l'immigration		89756927592	Facebook	6	1	410994	175000	1794	300
Dušan Šándor - Váš zástupca v Európskom parlamente		350764848876135	Facebook	11	1	410989	82000	1489	100
Administraţie Liberală		2159559831039746	Facebook	3	1	409997	205000	230	42
Waterschap Brabantse Delta		463828040351089	Facebook	4	1	409996	202000	2196	1000
Florida Invest		1757174107834441	Facebook	9	1	409991	112000	1149	89
Carlisle Labour	The Labour Party	506006716156582	Facebook	10	1	409990	82000	4385	810
24Bottles		126060760828576	Facebook	107	1	409893	75000	10593	0
Cerveau & Psycho		212434006141	Facebook	11	1	406989	81000	2689	400
Primes environnement		295117997866642	Facebook	6	1	405994	171000	2694	800
L'Europa che non sai		299218030763134	Facebook	9	1	405991	111000	1691	200
Broxtowe Labour	Broxtowe Constituency Labour Party	323132217860227	Facebook	34	1	405966	90000	5283	347
Nueva Revista Socialista		655246654822571	Facebook	3	1	404997	201000	1203	300
Smart Solutions Qualified people for you		401154619963846	Facebook	3	1	404997	201000	6097	1500
Θεοδόσης Πελεγρίνης	Θεοδόσης Πελεγρίνης	161951727170444	Facebook	5	1	404995	171000	495	0
Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	15	1	404985	90000	1332	0
Gabriele Padovani	Andrea Liverani	1559045154349568	Facebook	25	1	404975	98000	2475	0
Disney Junior (UK)		212291995464063	Facebook	8	1	403992	170000	3346	925
Now Brexit	donors to NowBrexit	292444058229546	Facebook	17	1	403983	119000	2873	231
Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	24	1	403976	125000	4376	500
Virgil Popescu	POPESCU VIRGIL-DANIEL	1641765056062575	Facebook	16	1	401984	116000	1026	231
Go Climate Neutral	Go Climate Neutral	1797724450537743	Facebook	3	1	400997	200000	9269	1852
The City of Edinburgh Council	The City of Edinburgh Council	124181887611335	Facebook	6	1	400994	140000	1613	231
Stockport For Europe	#ProjectHope	1498877030176201	Facebook	6	1	400994	140000	8209	1620
Bradford Council	Bradford Council	145878302161029	Facebook	7	1	400993	140000	3116	578
Janusz Lewandowski	KKW Koalicja Europejska PO PSL SLD N Zieloni	75571183641	Facebook	15	1	400985	89000	903	139
Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	20	1	400980	139000	2291	0
Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	31	1	400969	106000	997	287
Sozialdemokratische Partei Deutschlands SPD		AR224933965641809920	Google	4	1	400000	40000	1100	100
Departamentul pentru Afaceri Interne PSD	Partidul Social Democrat	797044747344438	Facebook	2	1	399998	200000	209	42
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	2	1	399998	200000	1998	1000
Parlament Europejski - Biuro we Wrocławiu	Parlament Europejski - Biuro we Wrocławiu	426735034064813	Facebook	2	1	399998	200000	1395	348
Departamentul pentru Turism - Partidul Social Democrat		339973510194748	Facebook	2	1	399998	200000	1155	231
Enel Group		1818721128360253	Facebook	2	1	399998	200000	598	100
En primera plana - RFI / France 24		1962039850742148	Facebook	2	1	399998	200000	198	0
Nyong & Mfoumou OnLine		630221033975760	Facebook	2	1	399998	200000	198	0
Bompiani		111059814766	Facebook	2	1	399998	200000	198	0
GooVercnc		478029222330844	Facebook	2	1	399998	200000	998	200
Wrocław - Tu żyję, tu oddycham		354842004935437	Facebook	3	1	399997	200000	1395	279
Electrolux Hrvatska		1229501663771543	Facebook	3	1	399997	200000	297	0
Sofian El Sayd - 61e sur la liste régionale du PS bruxellois		1951525111537961	Facebook	4	1	399996	170000	1064	178
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	4	1	399996	170000	1596	300
Zion8studiojahpan		2067119086946609	Facebook	4	1	399996	170000	352	0
Dude Dad		154100984604961	Facebook	4	1	399996	170000	9787	1958
Daydream Believers - Barnsley FC Film		351543495287992	Facebook	4	1	399996	170000	2309	462
Ian Borg	Ian Borg	151496594943131	Facebook	5	1	399995	170000	495	0
Adrián Barbón	Federación Socialista Asturiana FSA-PSOE	281802578697399	Facebook	5	1	399995	140000	1295	200
Pier Luigi Mottinelli		1999539790166556	Facebook	5	1	399995	140000	1295	200
Διοτίμα - Κέντρο Γυναικείων Μελετών και Ερευνών  / CRWI Diotima		117100185293393	Facebook	5	1	399995	140000	895	100
Palestinian Hustle		1814444211928366	Facebook	5	1	399995	170000	440	0
Lars Løkke Rasmussen	Venstre, Danmarks Liberale Parti	58140803787	Facebook	6	1	399994	140000	2275	495
Lovin Malta	Lovin Malta	1700937210129433	Facebook	6	1	399994	140000	994	100
Ansaar International e.V.		354608017990902	Facebook	7	1	399993	110000	2693	500
Altaforte Edizioni	Altaforte Edizioni	1309925725776765	Facebook	13	1	399987	119000	1687	100
Fondo Forestale Italiano		116175762362355	Facebook	16	1	397984	115000	2384	200
Camilla Gunell till EU 2019		360575481205047	Facebook	17	1	397983	85000	3283	400
Milieudefensie	Milieudefensie	83439828234	Facebook	32	1	397968	89000	4368	300
Somos Feminismo		2333471100264465	Facebook	54	1	397946	104000	5346	0
Μανώλης Γραφάκος - Manolis Grafakos	Manolis Grafakos	1788352434721617	Facebook	22	1	396978	94000	2178	0
XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	29	1	396971	149000	3271	100
Europarlamentar independent Cojocnean Stefan-Iulian		2280428812202738	Facebook	13	1	395987	91000	354	21
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	22	1	395978	91000	1251	186
Austrian World Summit	R2o Austria & EU	1852365868311086	Facebook	143	1	395857	67000	14157	0
FDP Fraktion Bundestag	Fraktion der Freien Demokraten	341486659645594	Facebook	75	1	394925	124000	7425	0
Ørsted		170902079673829	Facebook	19	1	393981	78000	5219	1031
Basmah		137973986840264	Facebook	24	1	393976	144000	2827	178
Fille Unique	Sébastien Jean-Pierre Paul Henri Gourdon	268836617151334	Facebook	24	1	392976	114000	3576	300
Meyrem Almaci	Meyrem Almaci	1943402032590802	Facebook	12	1	391988	120000	2388	300
Campagne nationale d’économie d’énergie		293095048144707	Facebook	12	1	391988	144000	7388	1600
Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	39	1	391961	147000	4261	100
Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	14	1	390986	84000	2986	400
PNL Prahova		148993498505135	Facebook	14	1	389986	81000	627	84
PNL Cluj		252950101538687	Facebook	22	1	389978	111000	709	63
Joachim Brudziński		722625777782250	Facebook	12	1	387988	143000	857	209
Rina Ronja Kari	Rina Ronja Kari	41763808759	Facebook	13	1	387987	140000	1617	348
Giv Klimaet Lov		445657632847922	Facebook	13	1	387987	116000	5662	1566
Paolo Borchia	Paolo Borchia	577383699442272	Facebook	9	1	386991	176000	2091	300
FDP Düsseldorf	FDP Düsseldorf	318470087331	Facebook	13	1	386987	113000	3287	500
Droit au logement pour tous		371289150023085	Facebook	14	1	386986	83000	1386	0
Marek Ženíšek	TOP 09	523450094407778	Facebook	13	1	385987	110000	1359	307
Tierschutz hier	Rudolf Görg 	2309063122705796	Facebook	17	1	385983	98000	4483	700
ΜέΡΑ25		333635613794935	Facebook	11	1	384989	86000	1089	0
Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	13	1	384987	80000	1254	0
FullUp		160098407696881	Facebook	70	1	384930	94000	8130	300
I Love EU	Terence Brotheridge	396013737832767	Facebook	107	1	384893	70000	12258	0
Beata Mazurek		564941230235866	Facebook	12	1	382988	139000	881	279
Jacek Wilk		499646073441042	Facebook	13	1	381987	82000	671	93
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	9	1	379991	115000	891	0
XTB Online Trading		138239466852	Facebook	10	1	379990	85000	5990	1800
Σταυρινούδη Μαρία	Maria Stavrinoudi	797036483652723	Facebook	14	1	377986	78000	1386	0
Cameroun Le Débat Citoyen		326888558168792	Facebook	13	1	376987	78000	1145	0
Programy do voleb	Štěpán Ryšavý - Programy do voleb	1033702273421005	Facebook	21	1	376979	119000	142	15
PTB	PTB	53838654385	Facebook	7	1	375993	171000	1493	200
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	11	1	375989	81000	1089	0
Venstres Ungdom - VU	Venstres Ungdom - VU	167412043730	Facebook	12	1	375988	105000	3720	776
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	17	1	375983	90000	1574	0
Leeds for Europe	#ProjectHope	917165865086037	Facebook	6	1	374994	171000	2075	347
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	11	1	374989	78000	1089	0
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	54	1	373946	87000	3282	200
SPD Halle	SPD Halle (Saale)	219299761494261	Facebook	13	1	372987	77000	2087	200
Jesús Santos	Unidas Podemos	1262476947185382	Facebook	24	1	372976	82000	3176	200
Lars Chr. Lilleholt		1408142216156387	Facebook	92	1	371908	82000	8463	89
Γιώργος Ξηραδάκης - Υποψήφιος Ευρωβουλευτής	George Xiradakis	300217683952795	Facebook	7	1	370993	140000	1482	200
Tomáš Dentico, váš hlas rešpektovaný v Europarlamente	Skalnik Petr	1172318522948253	Facebook	16	1	370984	89000	1984	100
Cláudia Monteiro de Aguiar		231164670253617	Facebook	6	1	369994	167000	594	0
Θανάσης Χειμωνάς	Athanasios Cheimonas	244712512294546	Facebook	7	1	369993	140000	1493	200
TalentRocket		375241642555673	Facebook	7	1	369993	164000	1493	200
Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	9	1	369991	80000	2091	300
Małgorzata Sekuła-Szmajdzińska - kandydatka do Parlamentu Europejskiego	Katarzyna Kijakowska	420227048536701	Facebook	18	1	369982	107000	1531	279
Sportmedfitness		1341435309204628	Facebook	29	1	367971	90000	3671	200
Rishi Sunak	Rishi Sunak MP	1540198936249794	Facebook	16	1	365984	85000	3221	347
Scottish Environment LINK	Scottish Environment LINK	442955795745050	Facebook	27	1	365973	79000	3093	0
Hugues Bayet	Julien Fanuel 	538840262914740	Facebook	8	1	364992	106000	1192	100
Ramblers Scotland	Ramblers Scotland	136198803072713	Facebook	8	1	364992	106000	916	0
Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	9	1	364991	103000	1223	244
Dimitris Papadimoulis		283105465120884	Facebook	9	1	364991	76000	891	0
First Investments		1363082423819663	Facebook	25	1	362975	109000	6335	1504
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	6	1	360994	162000	994	100
Addendum		109044023134793	Facebook	11	1	360989	161000	2689	400
TÊTU		9217671290	Facebook	16	1	360984	81000	1984	100
Koen Geens	CD&V	294055357407926	Facebook	36	1	360964	102000	3964	100
Ilaria Cristiani	Ilaria Cristiani	2204421053005729	Facebook	41	1	360959	82000	4059	0
Prime Énergie		426045577958757	Facebook	4	1	359996	165000	6596	1600
300Gospodarka		913279165534005	Facebook	5	1	359995	165000	1766	488
Centre of Excellence		761616163858631	Facebook	5	1	359995	135000	572	0
Άρης Βέρρος, υποψήφιος Δήμαρχος Καβάλας, Συμπαράταξη Πολιτών		152123234823184	Facebook	6	1	359994	135000	1394	200
Stefano Pasquino	Stefano Pasquino	540716416041137	Facebook	8	1	359992	75000	792	0
България на Труда и Разума - БТР		709384432421964	Facebook	8	1	359992	75000	704	0
bigFM		50957555959	Facebook	8	1	359992	102000	792	0
Marek Plura		439160296154637	Facebook	8	1	359992	75000	792	0
Massimo Paolucci	Massimo Paolucci	417241311803541	Facebook	14	1	359986	84000	1375	0
Studyintheuk		170953716896026	Facebook	19	1	359981	80000	5416	810
Jens Spahn	Jens Spahn	92576009043	Facebook	83	1	357917	68000	8617	100
Ill Blu		364975316870610	Facebook	9	1	356991	101000	793	0
Bronis Ropė		216419471860983	Facebook	10	1	356990	71000	990	0
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	15	1	356985	83000	2597	300
Nikolaj Bøgh	Nikolaj Bøgh	674034729594774	Facebook	16	1	356984	107000	2742	615
Kresťanská únia		558882197954288	Facebook	16	1	356984	80000	2384	200
Slöseriombudsmannen	Skattebetalarna	408171019221426	Facebook	38	1	356962	122000	1681	333
Fairtrade Foundation	The Fairtrade Foundation	88845925295	Facebook	5	1	355995	161000	2540	810
Rotterdam		336575811655	Facebook	6	1	355994	161000	1794	300
Branislav Škripek		498701220263973	Facebook	15	1	355985	80000	1485	0
Νικόλαος Δούκας - Nikolaos Doukas	Ν Δούκας	710946112632910	Facebook	20	1	355980	76000	1980	0
tomanifesto.gr	Pavlos Pavlidis	1083717278496452	Facebook	35	1	355965	80000	3465	0
Gian Carlo Muzzarelli per Modena	Gian Carlo Muzzarelli per Modena	647691558631437	Facebook	5	1	354995	161000	1695	300
USR Maramureș	USR Maramureș	1750327845246533	Facebook	6	1	354994	131000	650	189
Western University		7616007794	Facebook	6	1	354994	131000	924	132
The Jewish Leadership Council	The Jewish Leadership Council	117103555036195	Facebook	7	1	354993	101000	9249	1851
Sverigedemokraterna Malmö		167036616661188	Facebook	8	1	354992	71000	3286	657
Adam Cyrański	Adam Jan Kądziela	407715332768236	Facebook	12	1	354988	86000	1299	255
Jaroslav Paška	Pašková Juliana	480862355305905	Facebook	13	1	354987	83000	2087	200
Evelyn Regner	SPÖ	291746820967544	Facebook	24	1	354976	88000	2376	0
Amnesty International Danmark	Amnesty International Danmark	36664432940	Facebook	26	1	353974	74000	4682	977
Enrico Zucchi - Lega Prato	Enrico Zucchi	707579962958222	Facebook	45	1	353955	87000	4455	0
Antonio Brunetto	Antonio Brunetto	1906734892742698	Facebook	17	1	352983	76000	1683	0
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	19	1	352981	97000	1791	790
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	25	1	352975	106000	7275	1200
Lega Nord Liga Veneta Provincia di Vicenza		282041905286580	Facebook	6	1	351994	130000	594	0
Susanna Ceccardi	Susanna Ceccardi	257113927825642	Facebook	7	1	351993	130000	1893	300
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	7	1	351993	130000	1493	200
Bert Maertens	N-VA	230657213955622	Facebook	14	1	351986	109000	2186	200
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	14	1	351986	82000	1786	100
Nicola Beer		206866712830769	Facebook	66	1	351934	84000	7734	300
J-TV: Jewish Ideas. Global Relevance.	Your Channel Media 	137764276558903	Facebook	4	1	350996	160000	1846	347
Estremi Rimedi - Web Series		1888810884668917	Facebook	5	1	350995	130000	884	100
Marius Bodea	Marius Bodea	1514760912172050	Facebook	13	1	350987	109000	606	84
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	14	1	350986	79000	1386	0
Your Liberal Britain	Your Liberal Britain	1501847943457407	Facebook	44	1	350956	81000	5040	0
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	17	1	350000	20000	4900	450
Termometro Politico	Gianluca Borrelli	82340461611	Facebook	3	1	349997	160000	1097	200
VICE Deutschland		434856276671984	Facebook	3	1	349997	160000	1597	600
PLANSECUR		154750267921215	Facebook	3	1	349997	160000	1497	300
Bristol for Europe	#ProjectHope	1564824773823879	Facebook	3	1	349997	160000	2310	810
Women's Earth and Climate Action Network	Women's Earth and Climate Action Network (WECAN) International	153704007991524	Facebook	3	1	349997	160000	264	0
BSH GmbH & Co.KG Zentrum für erneuerbare Energien		214526595274349	Facebook	3	1	349997	160000	1497	300
Federación Socialista Asturiana FSA-PSOE	Federación Socialista Asturiana FSA-PSOE	48426568814	Facebook	4	1	349996	130000	1596	300
Lucia Gurbáľová	KDH	281656152765874	Facebook	4	1	349996	130000	796	100
Jürgen Todenhöfer		12084075837	Facebook	4	1	349996	130000	5296	1000
Gitte Willumsen - Folketingskandidat for Venstre		1751959911736210	Facebook	4	1	349996	130000	1606	401
Crystal Motor Company Ltd		401466883277912	Facebook	4	1	349996	160000	2309	462
Alessandro Panza	Alessandro Panza	394832128017774	Facebook	5	1	349995	130000	1695	300
Elections Présidentielles Européennes 2019	Jérémie Gonzague Jean-Baptiste Lefebvre 	1509275882541675	Facebook	6	1	349994	100000	2994	600
Erika Jurinová	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	467066839986458	Facebook	6	1	349994	100000	1794	300
Robert Farle	Robert Farle	1565754943752371	Facebook	6	1	349994	100000	2594	500
Newcastle Helix	Newcastle Helix	1688486871233759	Facebook	6	1	349994	100000	3464	694
sheikhnews.com	Sheikh Mohiuddin Ahmed	379294702085744	Facebook	7	1	349993	70000	801	0
ActionAid Nederland		170725579702314	Facebook	30	1	349970	77000	2970	0
